Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
"TG(12:0/14:0/18:2(9Z,12Z))[iso6]",CCCCCC=CC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,LXHJRBQAAZJFFA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/14:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,CYWGAXSMAHWMGU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/14:1(9Z)/18:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,AVOSYSUBIBSHKI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/14:1(9Z)/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,MBDIKHHUXKJHDN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/14:1(9Z)/20:1(11Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,WEVPBZFUEDNYCR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:0/16:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,OUKDNADVOQVFAR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/16:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,JORMHQSOEAESEA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/16:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,JPEYPDKNKAECDK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:1(9Z)/16:1(9Z))[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,LJXSUVSRRMQRRA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:1(9Z)/18:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,MIEULIUWCBAVBF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:1(9Z)/20:1(11Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,YUFODVPWPWJIPV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:1(9Z)/21:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,NSVUZTVADNFZSD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/16:1(9Z)/22:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,BUWKZKZKQQRMFN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/17:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,SCITWUZDHVUOGE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/17:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,RPZKNMRSPIPUJS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/18:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,WSEFKAMFRMFZNK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,QHVHJGFVANFNIG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/18:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,VAVYYRAXCZMJLD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,SJWUGKDDADDDHD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:1(9Z)/19:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,XQZVDLLWOJQTSL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:1(9Z)/20:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,MQIVOLLFTNWBMM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:1(9Z)/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,ZCLLAQIDPCDZRM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/18:1(9Z)/21:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,CKFJANRMGDOEHT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/18:2(9Z,12Z)/19:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,NZCVNPXNRZNFIR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/18:2(9Z,12Z)/20:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,IRKYEXPJVDQYNO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/18:2(9Z,12Z)/21:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,ZNCSECOGHWMXLF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(12:0/19:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,ZJAMPDZFZUXTNF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(12:0/19:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,DDWWNLPQVFVVHK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/13:0/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,GGVPEFFSCWJNIA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/13:0/18:2(9Z,12Z))[iso3]",CCCCCC=CC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,WCSHVUBSHKREDG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/13:0/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,CHIHFBRVSHTOGA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/14:1(9Z)/17:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCC,NYTHUGZAKYLXQB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/14:1(9Z)/22:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,HMIFSEWNIWVFIH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/15:0/16:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,NWMBZDQXLSCPKA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/15:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,IUDOKIABRZVDOI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/15:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,RASDPAORLPVSRI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/16:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,XVLAWFCHGNBVMP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/16:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,OKUVFELQPOGWIP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/16:1(9Z)/20:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,RKHRZOFBRXROOF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/16:1(9Z)/20:1(11Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCC,HXLJROVZNRBAEI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/16:1(9Z)/21:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,YBSVRQOYFXBGQD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/16:1(9Z)/22:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,SVNKNRVTRHEZLT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/17:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,OZJYKACPBBLZSG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/17:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,CVOIZWDZHGKEOI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/17:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,QPFDNHJFFVQVBS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,QJWQMVKTAVFSDI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/18:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,MPSZKUJKQLQTGL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,QUWUOGDVBVKMGQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/18:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,PWZURXUZDLYDSO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,CKCCBJSARYBDHM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:1(9Z)/19:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,MRFSPTSAEVUAAE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:1(9Z)/20:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,ACQCATAWVAMHOW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(13:0/18:1(9Z)/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,HLPHIWKXOMMFJW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/18:2(9Z,12Z)/19:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,PEAGXULBJKUAIC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(13:0/18:2(9Z,12Z)/20:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,VLBFRGUWJIXFOW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:0/16:1(9Z))[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,UZLGGKDLJGDGEY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/14:0/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,PQNMFXNJDJFSAL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/14:0/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,ZBGYWUISVSKLJL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/16:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,JRZPEKVQFIJQHH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/16:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCC,SGPSMGCUZQMTGS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/18:1(9Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,UVAHIOIFDNNSJD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/20:1(11Z))[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,CONMOUURRLRVRA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/21:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,IKQVPNFZYICSKE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/14:1(9Z)/22:0)[iso6],CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,CEYRSRJJGFUDSX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/15:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,KGFYMRDBADNRFA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/15:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,BNMAVVCRFTYTND-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/16:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,YUIIXXZIUIOJQY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,PHAZXJMIZJNKNN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/16:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,JBDIRAWBRFQEGE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/16:1(9Z))[iso3],CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,XUEMVUXNOCIHLG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/18:1(9Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,QABWZGMVIDDGGI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/19:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,WHNAHGSPJXSFHV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/20:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,ALZSQWYLHHUOEG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/20:1(11Z))[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,FKZROTPCYKGHJU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/16:1(9Z)/21:0)[iso6],CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,WJPVDXLBCPFXSS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/17:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,KJAOFVHLADOELN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/17:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,PTMMGTLFYOOVNO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/17:0/20:1(11Z))[iso6],CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,CXSSLLNQUCRVGG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/17:0/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,LBNIAXTWTCVEDE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/18:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,STJWLLYLXYVNSF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/18:0/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,PQNLYGDUOQNSNZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,AFLXUGKIZQFJJI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:0/18:1(9Z)/19:0)[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,KGXWCBPHXXNMHZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
"TG(14:0/18:2(9Z,12Z)/19:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,PBFVSBYKDKSDLA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/14:1(9Z)/16:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,MVWPGRQBICMGIE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/14:1(9Z)/18:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,ULZQTMTWRYWQLC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/14:1(9Z)/20:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,MIFLTTTYYQVJLG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/14:1(9Z)/21:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,LNPLTNXGGPIUPO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
TG(14:1(9Z)/14:1(9Z)/22:0)[iso3],CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,KUEBBDIGWKIOKM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,7.431530867
